street	name	name-cy	place	local-authority	polyline	end-date
10802027	SHERIDAN STREET		74541311	DER	[[52.8857055,-1.4819811],[52.8848865,-1.4817828]]	
10802043	SIDNEY STREET		74549381	DER	[[52.9125214,-1.4678022],[52.9117792,-1.4666811]]	
10802055	SINFIN LANE		74550123	DER	[[52.8974953,-1.478927],[52.8824638,-1.4869386]]	
10802108	SPRINGWOOD DRIVE		74541297	DER	[[52.9426538,-1.4327462],[52.9466054,-1.4226344]]	
10802110	ST ALBANS ROAD		74549381	DER	[[52.9123687,-1.5075679],[52.9137639,-1.4950902]]	
10802112	ST ANDREWS VIEW		74549005	DER	[[52.943338,-1.4521568],[52.9348852,-1.449615]]	
10802129	ST MARKS ROAD		74550123	DER	[[52.9305467,-1.4581942],[52.9257367,-1.4580459]]	
10802177	STEPPING LANE		74550123	DER	[[52.9244521,-1.4971972],[52.9236424,-1.4927889]]	
10802188	STONE HILL ROAD		74549381	DER	[[52.9119277,-1.4882117],[52.9079414,-1.4852105]]	
10802214	SUNNY GROVE		74550123	DER	[[52.9226588,-1.4341225],[52.9230521,-1.4242857]]	
10802225	SWARKESTONE ROAD		74552366	DER	[[52.8685802,-1.4383754],[52.8616934,-1.4382115]]	
10802248	TENNESSEE ROAD		74550123	DER	[[52.9298588,-1.4302354],[52.9283971,-1.4272347]]	
10802275	THE HOLLOW		74550122	DER	[[52.9034933,-1.5452081],[52.8982484,-1.5417846]]	
10802344	UPLANDS AVENUE		74549383	DER	[[52.8925644,-1.5052207],[52.8938769,-1.5030653]]	
10802354	UTTOXETER NEW ROAD		74550123	DER	[[52.9119354,-1.5158851],[52.9212574,-1.4858262]]	
10802369	VICARAGE ROAD		74550122	DER	[[52.9106198,-1.5517354],[52.9041498,-1.5452755]]	
10802375	VILLAGE STREET		74549381	DER	[[52.8993712,-1.4907083],[52.8993014,-1.4787419]]	
10802389	WALDENE DRIVE		74548238	DER	[[52.8909091,-1.4305815],[52.8891018,-1.4286284]]	
10802401	WALTHAMSTOW DRIVE		74549754	DER	[[52.9253207,-1.5181456],[52.9271229,-1.5125921]]	
10802418	WATSON STREET		74550123	DER	[[52.9322245,-1.4942805],[52.929107,-1.4883812]]	
10802454	WEST ROAD		74541339	DER	[[52.922729,-1.4133576],[52.9220759,-1.4085472]]	
10802480	WHITAKER STREET		74549381	DER	[[52.908498,-1.4767879],[52.9101928,-1.4758455]]	
10802542	WOOD ROAD		74550123	DER	[[52.9423905,-1.439803],[52.9308919,-1.4319773]]	
10802552	WOODLANDS ROAD		74549388	DER	[[52.9632203,-1.4964651],[52.9530764,-1.4934422]]	
10802561	WORCESTER CRESCENT		74550123	DER	[[52.9350364,-1.455118],[52.9345123,-1.4447993]]	
10802569	WYNDHAM STREET		74548238	DER	[[52.8939124,-1.4345258],[52.8924692,-1.4335041]]	
10802587	GRAMPIAN WAY		74541311	DER	[[52.8775029,-1.4999096],[52.8827886,-1.4872319]]	
10802731	DUFFIELD ROAD		74550123	DER	[[52.9281963,-1.4814895],[52.9595794,-1.4755767]]	
10802758	ROUNDHOUSE ROAD		74550123	DER	[[52.9164659,-1.4614036],[52.9161819,-1.4582542]]	
10802762	LOCOMOTIVE WAY		74550123	DER	[[52.9136523,-1.4535419],[52.9156567,-1.459391]]	
10816871	GROSVENOR DRIVE		74550123	DER	[[52.8927223,-1.5196219],[52.8928925,-1.5172418]]	
10816903	LEONARD STREET		74550123	DER	[[52.9143867,-1.4728653],[52.9146344,-1.4719552]]	
10900019	ALPORT LANE		74542578	DBY-UF	[[53.1761722,-1.6846924],[53.1775934,-1.6716951]]	
10900027	ASHES LANE		74545980	DBY-UF	[[53.0455703,-1.7445913],[53.0491661,-1.7405126]]	
10900072	BATH STREET		74544353	DBY-UF	[[53.214192,-1.6734973],[53.2140925,-1.6765678]]	
10900219	CHAPEL GREEN		74549014	DBY-UF	[[52.9033461,-1.8203891],[52.9020511,-1.8200674]]	
10900236	CHESTERFIELD ROAD		74549070	DBY-UF	[[53.1391472,-1.5479137],[53.1564483,-1.5173594]]	
10900255	CHURCH ROAD		74550551	DBY-UF	[[53.1683304,-1.602282],[53.1588077,-1.595924]]	
10900258	CHURCH STREET		74548691	DBY-UF	[[53.1210584,-1.5841738],[53.1175869,-1.5785446]]	
10900260	CHURCH STREET		74557650	DBY-UF	[[53.2851542,-1.6773987],[53.2842091,-1.6717266]]	
10900269	CHURCH STREET		74544354	DBY-UF	[[53.1956705,-1.7772174],[53.1950487,-1.7716226]]	
10900270	CHURCH STREET		74558391	DBY-UF	[[53.3270104,-1.7399301],[53.3248972,-1.7395376]]	
10900281	CLIFTON ROAD		74548689	DBY-UF	[[53.1168573,-1.5607124],[53.1159121,-1.5628137]]	
10900292	COKAYNE AVENUE		74552767	DBY-UF	[[53.0182929,-1.7303673],[53.0212604,-1.7269201]]	
10900321	CROMFORD ROAD		74551634	DBY-UF	[[53.0850417,-1.5721886],[53.0923131,-1.5694736]]	
10900327	CROSS SIDE		74552007	DBY-UF	[[53.0012971,-1.7523476],[53.0030052,-1.7524123]]	
10900377	TOWN STREET		74545700	DBY-UF	[[53.0862903,-1.6551134],[53.0837358,-1.6545515]]	
10900395	DIMPLE ROAD		74549070	DBY-UF	[[53.1397438,-1.5584015],[53.1437197,-1.5567312]]	
10900450	FIRS AVENUE		74552005	DBY-UF	[[53.0205945,-1.6214831],[53.0217901,-1.6186849]]	
10900477	GOLD HILL		74548315	DBY-UF	[[53.134686,-1.5196508],[53.1355044,-1.5175191]]	
10900508	GREENAWAY LANE			DBY-UF	[[53.1578273,-1.5852702],[53.1541974,-1.5705007]]	
10900576	HIGH STREET		74557647	DBY-UF	[[53.2752554,-1.655322],[53.2749209,-1.6641123]]	
10900621	HUGH LANE		74558391	DBY-UF	[[53.3292534,-1.7421237],[53.3274736,-1.7421194]]	
10900623	HURDS HOLLOW		74549070	DBY-UF	[[53.1423317,-1.5605726],[53.1469204,-1.5641889]]	
10900657	KIRBY LANE			DBY-UF	[[53.1499427,-1.6007021],[53.1475511,-1.5978834]]	
10900685	LID LANE		74551618	DBY-UF	[[52.9668399,-1.8103143],[52.9761105,-1.8009511]]	
10900739	MAIN ROAD		74544616	DBY-UF	[[53.217727,-1.8072647],[53.217302,-1.7797263]]	
10900748	MAIN STREET		74545155	DBY-UF	[[53.2417846,-1.6963181],[53.244018,-1.7051885]]	
10900749	MAIN STREET		74551613	DBY-UF	[[53.0482226,-1.6007906],[53.0477782,-1.6050013]]	
10900750	MAIN STREET			DBY-UF	[[53.1013897,-1.5891874],[53.0962958,-1.5848454]]	
10900832	MOOR LANE		74550890	DBY-UF	[[53.0033563,-1.7126232],[52.9893613,-1.7021393]]	
10900896	NORTH END		74551634	DBY-UF	[[53.0827309,-1.5720174],[53.0849517,-1.5721746]]	
10900901	NORTH STREET		74548316	DBY-UF	[[53.1073346,-1.5622882],[53.1069075,-1.5610228]]	
10901132	PURSGLOVE ROAD		74542767	DBY-UF	[[53.2793761,-1.7737987],[53.2783053,-1.7732194]]	
10901187	SCHOOL LANE		74544879	DBY-UF	[[53.2477602,-1.6230522],[53.2490557,-1.6177504]]	
10901190	SCHOOL LANE		74558392	DBY-UF	[[53.3320118,-1.6496845],[53.3307123,-1.6510015]]	
10901191	SCHOOL LANE		74550554	DBY-UF	[[53.1891185,-1.6177895],[53.1874614,-1.6168015]]	
10901192	SCHOOL LANE		74544081	DBY-UF	[[53.1753293,-1.6408474],[53.1762349,-1.6400918]]	
10901193	SCHOOL LANE		74553511	DBY-UF	[[52.8855439,-1.762132],[52.8831477,-1.7641512]]	
10901194	SCHOOL LANE		74545158	DBY-UF	[[53.2366303,-1.7911488],[53.2385541,-1.7964884]]	
10901195	SCHOOL ROAD		74549070	DBY-UF	[[53.1405439,-1.546449],[53.1397475,-1.5450372]]	
10901205	SHUTTS LANE		74544353	DBY-UF	[[53.208838,-1.6882113],[53.2057043,-1.6826646]]	
10901210	SIR WILLIAM HILL ROAD		74557649	DBY-UF	[[53.2986699,-1.6644063],[53.2954952,-1.6361654]]	
10901274	STANEDGE ROAD		74544353	DBY-UF	[[53.2095298,-1.6915602],[53.2142604,-1.6788577]]	
10901278	STARKHOLMES ROAD		74549070	DBY-UF	[[53.1330978,-1.552745],[53.1220974,-1.5509315]]	
10901295	STONEY CLOSE		74544353	DBY-UF	[[53.2060605,-1.6780506],[53.2075473,-1.679402]]	
10901351	THE GREEN ROAD		74552767	DBY-UF	[[53.0193838,-1.7317916],[53.0230866,-1.7197674]]	
10901386	THURVASTON ROAD		74551264	DBY-UF	[[52.937881,-1.8020044],[52.9435169,-1.7964428]]	
10901429	WASH GREEN		74551634	DBY-UF	[[53.0820968,-1.568202],[53.0836262,-1.5538993]]	
10901456	WENSLEY ROAD		74546264	DBY-UF	[[53.1421075,-1.6383729],[53.1429411,-1.6288279]]	
10901504	WOOD STREET		74551634	DBY-UF	[[53.0804521,-1.573279],[53.080179,-1.5723114]]	
10901516	WYASTON ROAD		74552767	DBY-UF	[[53.0100735,-1.7289281],[52.9857335,-1.7261907]]	
10901532	YEW TREE LANE		74551621	DBY-UF	[[53.0153349,-1.6695108],[53.006803,-1.6658502]]	
10901557	MAYFIELD ROAD		74552767	DBY-UF	[[53.0084382,-1.7585214],[53.0155769,-1.7378818]]	
10901589	MAIN STREET		74553508	DBY-UF	[[52.9380661,-1.6770328],[52.9345024,-1.6755864]]	
10916349	MAIN ROAD			DBY-UF	[[53.1326186,-1.7799184],[53.1298277,-1.7546753]]	
10925598	MAIN ROAD		74549761	DBY-UF	[[52.9737436,-1.6332842],[52.9666093,-1.6143758]]	
10925602	MAIN STREET		74545697	DBY-UF	[[53.0457769,-1.7019597],[53.0526179,-1.6778639]]	
10925693	CALVER BRIDGE		74544883	DBY-UF	[[53.2667769,-1.6334852],[53.2651757,-1.6301855]]	
10925769	UPPER LUMSDALE		74549070	DBY-UF	[[53.1485302,-1.5358239],[53.1427812,-1.5345254]]	
10925817	THE GREEN		74558020	DBY-UF	[[53.2734729,-1.7566901],[53.273044,-1.7535435]]	
10926105	SCHOOL LANE		74558388	DBY-UF	[[53.297254,-1.7341245],[53.299616,-1.7331945]]	
10926504	BACK LANE		74545699	DBY-UF	[[53.0773388,-1.6258381],[53.0757992,-1.6250753]]	
10926698	UNNAMED ROAD FROM BUXTON ROAD TO MAIN ROAD		74545434	DBY-UF	[[53.2055875,-1.8694497],[53.1998758,-1.8658293]]	
10927033	THE STREET		74545982	DBY-UF	[[53.0668351,-1.7388993],[53.0692587,-1.7414367]]	
10927103	SCHOOL LANE		74545979	DBY-UF	[[53.0881318,-1.7236461],[53.0874573,-1.7234861]]	
10927655	MAIN STREET		74546266	DBY-UF	[[53.1456122,-1.6626088],[53.1453271,-1.6699369]]	
10927664	THE GREEN		74544613	DBY-UF	[[53.2351028,-1.6401231],[53.2354953,-1.6421274]]	
10927784	THE DALE		74546543	DBY-UF	[[53.140704,-1.8084298],[53.1429772,-1.7917807]]	
10927854	UNNAMED ROAD FROM MARSTON BANK TO MONKS CLOWNHOLME FARM		74553143	DBY-UF	[[52.9487994,-1.8225823],[52.9423454,-1.8288884]]	
11000409	A691 (FROM GORECOCK LANE JUNC TO A6076 HOWDEN BANK JUNC)		74560070	DUR	[[54.8383077,-1.7730202],[54.8266788,-1.7455041]]	
1100068	WESTERGATE STREET		74562487	WSX-UC	[[50.831348,-0.6695373],[50.8421199,-0.667001]]	
1100087	FELPHAM WAY		74561128	WSX-UC	[[50.7875387,-0.6613891],[50.7942437,-0.6377433]]	
1100117	STATION ROAD		74573452	WSX-UC	[[50.818587,-0.4892621],[50.8289704,-0.4841272]]	
1100125	WICK STREET		74573454	WSX-UC	[[50.8166243,-0.544335],[50.8212103,-0.5435959]]	
1100133	NORTH END ROAD		74561129	WSX-UC	[[50.8210695,-0.6152727],[50.8308874,-0.6084747]]	
1100170	ARUNDEL ROAD		74573452	WSX-UC	[[50.8285098,-0.4846389],[50.8404628,-0.4853883]]	
1100198	SEA LANE		74573120	WSX-UC	[[50.8145663,-0.4474018],[50.8030333,-0.4403908]]	
1100224	NORTH LANE		74573453	WSX-UC	[[50.8122777,-0.5162372],[50.8176839,-0.5142201]]	
1100230	THE STREET		74562486	WSX-UC	[[50.8461711,-0.6285467],[50.8434053,-0.6144378]]	
1100241	LONDON ROAD		74568619	WSX-UC	[[50.8594885,-0.5648409],[50.8553317,-0.5559463]]	
1100251	LONDON ROAD		74562490	WSX-UC	[[50.7835662,-0.6726239],[50.7908275,-0.6729435]]	
1100265	VICTORIA DRIVE		74562490	WSX-UC	[[50.7812476,-0.684676],[50.7918943,-0.6750132]]	
1100300	SCHOOL HILL		74568615	WSX-UC	[[50.8690488,-0.4100339],[50.868255,-0.4072185]]	
1100401	RALEIGH ROAD		74561131	WSX-UC	[[50.7831375,-0.7252944],[50.7844361,-0.7223226]]	
1100405	HAWKINS CLOSE		74561131	WSX-UC	[[50.7822618,-0.7258146],[50.7824273,-0.7244909]]	
11004059	NORTHGATE		74575903	DUR	[[54.8566521,-1.7387265],[54.8573951,-1.7374288]]	
11004199	BLACKETT STREET		74575903	DUR	[[54.8582995,-1.7486541],[54.8633511,-1.7449304]]	
11004285	ROAD LEADING TO OXHILL SCHOOL		74575898	DUR	[[54.8661785,-1.7112903],[54.8657016,-1.7109977]]	
11004318	KITSWELL ROAD		74560070	DUR	[[54.8282503,-1.7674109],[54.8243001,-1.7467798]]	
11004348	LANGLEY AVENUE		74560069	DUR	[[54.8272092,-1.7094046],[54.8252536,-1.7070527]]	
11004409	MAY TERRACE		74559707	DUR	[[54.7981039,-1.6711476],[54.7971962,-1.6711394]]	
11004427	FRONT STREET		74559708	DUR	[[54.7909849,-1.6982493],[54.7923329,-1.6772285]]	
11004435	FRONT STREET		74575894	DUR	[[54.8533296,-1.6694686],[54.8536,-1.6664759]]	
11004452	GLADSTONE STREET		74332448	DUR	[[54.8749997,-1.6643981],[54.8730039,-1.664103]]	
11004555	TYNE ROAD		74575899	DUR	[[54.8648793,-1.69801],[54.8674573,-1.6976012]]	
11004612	SCHOOL TERRACE		74575897	DUR	[[54.8619534,-1.706865],[54.8637882,-1.7075216]]	
11004806	HIGH STREET		74575899	DUR	[[54.8722358,-1.6967084],[54.8722159,-1.6887926]]	
11004826	SOUTH MOOR ROAD		74575897	DUR	[[54.853084,-1.7032223],[54.8595051,-1.7052159]]	
11004829	MIDDLES ROAD		74577636	DUR	[[54.8590108,-1.6942528],[54.8526301,-1.6699883]]	
11004878	MENDIP TERRACE		74575899	DUR	[[54.8632029,-1.6854033],[54.8654193,-1.6807277]]	
11004894	TYNE ROAD EAST		74575899	DUR	[[54.8648793,-1.69801],[54.8590108,-1.6942528]]	
11004919	CHESTER ROAD		74577638	DUR	[[54.8722159,-1.6887926],[54.8722009,-1.6829804]]	
11004928	FRONT STREET		74560070	DUR	[[54.8211283,-1.7426598],[54.8253999,-1.7441113]]	
11004942	KING EDWARD TERRACE			DUR	[[54.882343,-1.7181577],[54.8826921,-1.717563]]	
11004950	PELAW AVENUE		74577639	DUR	[[54.8780894,-1.6874226],[54.8769295,-1.6871666]]	
11005071	FRONT STREET		74575913	DUR	[[54.9048642,-1.7475538],[54.9020521,-1.7435324]]	
11005193	NORTH ROAD		74577262	DUR	[[54.8881691,-1.7438855],[54.874462,-1.751125]]	
11005242	FRONT STREET		74577262	DUR	[[54.8777333,-1.7602532],[54.8783338,-1.759486]]	
11005243	MANOR ROAD		74577656	DUR	[[54.8834377,-1.8160988],[54.8869188,-1.8066676]]	
11005311	MOORLAND CRESCENT		74554493	DUR	[[54.8315647,-1.8767646],[54.8341902,-1.8782978]]	
11005317	CHESTER ROAD		74554494	DUR	[[54.8380492,-1.8732728],[54.8397733,-1.8719751]]	
11005323	DUNELM ROAD		74554494	DUR	[[54.8397733,-1.8719751],[54.8410813,-1.8601684]]	
11005344	OAKFIELD LANE		74576148	DUR	[[54.8478103,-1.8586813],[54.8458035,-1.8562434]]	
11005350	THORNFIELD ROAD		74576148	DUR	[[54.8425877,-1.8573759],[54.8462446,-1.8569115]]	
11005415	SNOWS GREEN ROAD		74576147	DUR	[[54.8700331,-1.8587602],[54.874183,-1.8426949]]	
11005478	BEECHDALE ROAD		74575920	DUR	[[54.8555046,-1.8255862],[54.8562928,-1.8237916]]	
11005510	DURHAM ROAD		74576146	DUR	[[54.861482,-1.8543343],[54.8613796,-1.8306242]]	
11005619	STANLEY STREET		74575920	DUR	[[54.8549925,-1.8321148],[54.8554837,-1.8298542]]	
11005630	TEASDALE STREET		74575920	DUR	[[54.8541805,-1.8297506],[54.8544593,-1.8299208]]	
11005729	WEST STREET		74576150	DUR	[[54.8588957,-1.8098074],[54.8577623,-1.809065]]	
11005809	BENFIELDSIDE ROAD		74576152	DUR	[[54.861365,-1.8541478],[54.8728355,-1.8501955]]	
11005842	ALDER GROVE		74576150	DUR	[[54.8572532,-1.8053289],[54.8570698,-1.8031023]]	
1100586	SOUTH WAY			WSX-UC	[[50.7968707,-0.6912197],[50.7943147,-0.6926532]]	
11005886	PEMBERTON ROAD		74575920	DUR	[[54.8462707,-1.881158],[54.861482,-1.8543343]]	
1100590	WESTLOATS LANE		74562490	WSX-UC	[[50.7925794,-0.6902894],[50.7955294,-0.6863049]]	
11005919	VILLA REAL ROAD		74575920	DUR	[[54.8610645,-1.8301737],[54.8580371,-1.8183476]]	
11005930	ROWLEY CRESCENT		74559345	DUR	[[54.7762213,-1.713625],[54.7753998,-1.7082365]]	
11006000	DELVES LANE		74575920	DUR	[[54.8514121,-1.8292482],[54.8354679,-1.8095595]]	
11006014	SHAW LANE		74575925	DUR	[[54.8940397,-1.8403259],[54.8957606,-1.8303716]]	
1100699	CHURCH LANE		74562490	WSX-UC	[[50.7964413,-0.6770701],[50.7940337,-0.675719]]	
1100775	GLAMIS STREET		74562490	WSX-UC	[[50.786908,-0.6738772],[50.7851815,-0.6715285]]	
1100797	CHURCH LANE		74562488	WSX-UC	[[50.8420511,-0.6617761],[50.8393561,-0.6526498]]	
1100798	ELM GROVE SOUTH		74562485	WSX-UC	[[50.8349892,-0.6483162],[50.8347953,-0.6440045]]	
1100853	WROXHAM WAY		74561128	WSX-UC	[[50.7942749,-0.6535915],[50.7979141,-0.6509897]]	
1100930	PENNYFIELDS		74561128	WSX-UC	[[50.7946635,-0.6336589],[50.7951648,-0.6349922]]	
1100964	BROOKPIT LANE			WSX-UC	[[50.806908,-0.5709656],[50.8080594,-0.5680349]]	
1101087	JARVIS ROAD		74568619	WSX-UC	[[50.8545784,-0.5721947],[50.8516015,-0.5721861]]	
1101149	WHITELEA ROAD		74573794	WSX-UC	[[50.8169385,-0.5442968],[50.8170705,-0.5462234]]	
1101181	ELM GROVE		74562485	WSX-UC	[[50.8352768,-0.6421018],[50.8389074,-0.6465129]]	
1101212	YORK ROAD		74573454	WSX-UC	[[50.8126553,-0.5433656],[50.8122737,-0.5408934]]	
1101216	HIGHDOWN DRIVE		74573454	WSX-UC	[[50.8133332,-0.5378936],[50.8209781,-0.5379668]]	
1101239	ELM GROVE ROAD		74573454	WSX-UC	[[50.8135033,-0.530663],[50.8135507,-0.5330037]]	
1101241	HILL ROAD		74573454	WSX-UC	[[50.8160328,-0.533011],[50.8144877,-0.5302772]]	
1101246	CORNFIELD CLOSE		74573454	WSX-UC	[[50.8206041,-0.5325268],[50.8203926,-0.535018]]	
11013454	DURHAM ROAD		74560070	DUR	[[54.8266788,-1.7455041],[54.8070761,-1.6626893]]	
11013462	FRONT STREET		74575920	DUR	[[54.8486738,-1.8377474],[54.8521233,-1.8301953]]	
1101415	GUILDFORD ROAD		74573453	WSX-UC	[[50.8130867,-0.4951036],[50.8161127,-0.4929524]]	
1101483	LASHMAR ROAD		74573450	WSX-UC	[[50.8146458,-0.4800914],[50.8116697,-0.4801456]]	
1101569	WINDSOR DRIVE		74573453	WSX-UC	[[50.8207761,-0.5155273],[50.8178635,-0.5142002]]	
11020087	ST IVES ROAD		74576150	DUR	[[54.859481,-1.8048509],[54.862259,-1.794649]]	
11020207	FRONT STREET		74575899	DUR	[[54.8666068,-1.7062548],[54.8682781,-1.698826]]	
1102807	MEADSWAY		74562498	WSX-UC	[[50.862587,-0.6291503],[50.8632811,-0.6283685]]	
1102830	LABURNUM GROVE		74562490	WSX-UC	[[50.7978003,-0.6819274],[50.7986595,-0.6791787]]	
1102979	LIME AVENUE		74561329	WSX-UC	[[50.8395985,-0.6651413],[50.8421031,-0.6647431]]	
1103122	THE STREET		74568614	WSX-UC	[[50.8461032,-0.4505881],[50.8462859,-0.4440192]]	
11200027	RYECROFT ROAD		74541063	DNC	[[53.6315708,-1.1855181],[53.623602,-1.1794724]]	
11200029	CAMPSALL BALK		74541063	DNC	[[53.6239491,-1.1776664],[53.6309519,-1.1764869]]	
11200084	ALFRED ROAD		74547077	DNC	[[53.6136541,-1.1641409],[53.6085089,-1.1597233]]	
11200142	MOSS ROAD		74547078	DNC	[[53.6161417,-1.1484911],[53.6194096,-1.132884]]	
11200226	LODGE ROAD		74546195	DNC	[[53.5913406,-1.1896907],[53.5907264,-1.1879197]]	
11200246	OWSTON ROAD		74546190	DNC	[[53.5886878,-1.1789399],[53.5811576,-1.1779379]]	
11200298	VILLAGE STREET		74546196	DNC	[[53.5728781,-1.1869931],[53.5695384,-1.1836143]]	
11200328	THE CRESCENT		74541062	DNC	[[53.5623428,-1.1988956],[53.5621659,-1.1952906]]	
11200358	TENTER BALK LANE		74546196	DNC	[[53.567467,-1.1976513],[53.5722085,-1.1889842]]	
11200377	STAFFORD ROAD		74541062	DNC	[[53.5661151,-1.1864583],[53.5644888,-1.1825941]]	
11200386	DONCASTER LANE		74541062	DNC	[[53.5690449,-1.1850734],[53.5574321,-1.1811751]]	
11200420	INGS WAY		74545314	DNC	[[53.5550032,-1.1249631],[53.5525305,-1.124848]]	
11200461	FINKLE STREET		74544736	DNC	[[53.5466765,-1.1418867],[53.5476364,-1.1453989]]	
11200481	ASQUITH ROAD		74544736	DNC	[[53.549057,-1.1416876],[53.5529029,-1.1402665]]	
11200553	HIGH STREET		74544736	DNC	[[53.5419808,-1.1489381],[53.5477086,-1.1454427]]	
11200567	ASKERN ROAD		74545898	DNC	[[53.5679986,-1.1572651],[53.5599835,-1.1512798]]	
11200613	ROSE CRESCENT		74545030	DNC	[[53.5406168,-1.1645836],[53.5406642,-1.1662275]]	
11200622	JOSSEY LANE		74545030	DNC	[[53.546823,-1.1755542],[53.5476489,-1.1547559]]	
11200663	KIRKBY AVENUE		74544736	DNC	[[53.5355774,-1.1497001],[53.5360502,-1.146673]]	
11200796	EMLEY DRIVE		74545031	DNC	[[53.5434659,-1.1801619],[53.5392075,-1.1804705]]	
11200808	WINDSOR WALK		74545029	DNC	[[53.5366567,-1.1703198],[53.536214,-1.1674013]]	
11200842	BARNSLEY ROAD		74545031	DNC	[[53.5425169,-1.2060456],[53.5365267,-1.1632458]]	
11200846	CUSWORTH LANE		74545031	DNC	[[53.5313282,-1.1718723],[53.5362258,-1.1626331]]	
11200882	WEST ROAD		74546484	DNC	[[53.6302618,-0.9511829],[53.6309444,-0.9470225]]	
11200906	MARSHLAND ROAD		74546484	DNC	[[53.6364687,-0.9527531],[53.6210177,-0.9528031]]	
11200982	FIELDSIDE		74546483	DNC	[[53.615593,-0.9730276],[53.6129335,-0.9648087]]	
11200987	KING EDWARD ROAD		74546483	DNC	[[53.6147897,-0.9622237],[53.6210177,-0.9528031]]	
11201011	CHURCH BALK		74546483	DNC	[[53.6118546,-0.9585622],[53.6133795,-0.9499689]]	
11201039	WIKE GATE ROAD		74546483	DNC	[[53.6133795,-0.9499689],[53.6041768,-0.9501519]]	
11201138	JUNCTION ROAD		74544455	DNC	[[53.5953185,-1.0306185],[53.597325,-1.0253293]]	
11201181	THORNE ROAD		74544455	DNC	[[53.6003007,-1.027603],[53.6000709,-1.0181638]]	
11201186	CHURCH ROAD		74544455	DNC	[[53.5994162,-1.0338188],[53.5914427,-1.0281841]]	
11201232	SHEEP DIP LANE		74574343	DNC	[[53.5771472,-1.0200242],[53.5770186,-1.0131251]]	
11201253	CROOKES BROOM LANE		74574343	DNC	[[53.5817336,-1.0115501],[53.5755933,-1.0092468]]	
11201263	ASH HILL ROAD		74574343	DNC	[[53.5755933,-1.0092468],[53.5744358,-1.0062383]]	
11201311	CUCKOO LANE		74574343	DNC	[[53.5817553,-1.0011727],[53.5788924,-1.0006209]]	
11201335	BROADWAY		74574343	DNC	[[53.5651591,-1.0192595],[53.584261,-1.0193913]]	
11201338	MAIN STREET		74342579	DNC	[[53.5702793,-0.9780214],[53.5716492,-0.9721441]]	
11201450	CHURCH ROAD		74545601	DNC	[[53.5808818,-1.0736337],[53.5774899,-1.0685728]]	
11201474	QUEEN MARY CRESCENT		74545313	DNC	[[53.5626099,-1.069232],[53.5600581,-1.0670386]]	
11201475	MAGNOLIA CLOSE		74545313	DNC	[[53.559618,-1.0705507],[53.5596485,-1.0698556]]	
11201506	CHURCH BALK		74545311	DNC	[[53.5579416,-1.0757805],[53.5535771,-1.0658679]]	
11201520	HUNGERHILL LANE		74545311	DNC	[[53.5503637,-1.0733946],[53.5537077,-1.0827558]]	
11201541	THE DRIVE		74545311	DNC	[[53.5535522,-1.0638307],[53.5525968,-1.0623424]]	
11201599	MERE LANE		74544459	DNC	[[53.5374544,-1.062797],[53.5443868,-1.060773]]	
11201678	TRANMOOR LANE		74544459	DNC	[[53.5296959,-1.0557717],[53.5348959,-1.051794]]	
11201693	ARMTHORPE ROAD		74544460	DNC	[[53.5351762,-1.0867011],[53.5373966,-1.0750201]]	
11201805	VALLEY DRIVE		74544180	DNC	[[53.5080849,-1.0385938],[53.510715,-1.0359107]]	
11201839	SCHOOL LANE		74544179	DNC	[[53.5018147,-1.0180661],[53.4986844,-1.0177914]]	
11201875	SILVER BIRCH GROVE		74578009	DNC	[[53.4866253,-0.9838287],[53.4858372,-0.9831241]]	
11201884	HURST LANE		74544179	DNC	[[53.4781621,-1.0398414],[53.4985396,-1.0176741]]	
11201920	HAYFIELD LANE		74544179	DNC	[[53.4901055,-1.0239423],[53.488886,-1.0035937]]	
11201989	ST WILFRIDS ROAD		74578263	DNC	[[53.5132222,-1.0909723],[53.5060753,-1.0755943]]	
11202050	ELMHAM ROAD		74571215	DNC	[[53.5117374,-1.0801614],[53.5127685,-1.0739864]]	
11202061	PLUMPTON PARK ROAD		74578263	DNC	[[53.4961301,-1.0670064],[53.5011162,-1.0632186]]	
11202070	CANTLEY LANE		74571215	DNC	[[53.5132025,-1.0919379],[53.5093039,-1.0573541]]	
11202117	ST MICHAELS ROAD		74578263	DNC	[[53.5119218,-1.098495],[53.5108731,-1.0965115]]	
11202119	ELLERS AVENUE		74578263	DNC	[[53.5090748,-1.0916791],[53.503085,-1.0853235]]	
11202138	ALSTON ROAD		74578263	DNC	[[53.5005555,-1.0871869],[53.5029714,-1.0810591]]	
11202173	BAWTRY ROAD		74578263	DNC	[[53.5173726,-1.1001591],[53.4899532,-1.054225]]	
11202206	GATTISON LANE		74575437	DNC	[[53.4716453,-1.0717466],[53.4728987,-1.0687813]]	
11202216	BEVAN AVENUE		74575437	DNC	[[53.4767414,-1.0705053],[53.4778314,-1.0696528]]	
11202217	GRANGE LANE		74575437	DNC	[[53.4709115,-1.0897209],[53.4779398,-1.070886]]	
11202305	BOND STREET		74575437	DNC	[[53.469958,-1.0720847],[53.469987,-1.0608304]]	
11202325	SHEEP BRIDGE LANE		74578011	DNC	[[53.4787402,-1.0617221],[53.4883923,-1.0523457]]	
11202342	WEST END LANE		74575437	DNC	[[53.4797604,-1.0878589],[53.4779687,-1.0665156]]	
